_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
7625661,353,BP-08045,145,Queens Quay W,,,York St,,,10.0,The Waterfront,,Existing,0,314505.596,4833307.513,-79.379705516,43.639645676,"{u'type': u'Point', u'coordinates': (-79.3797055199, 43.6396456737)}"
7625662,354,BP-07766,162,Mc Caul St,,,Mc Caul St,,,11.0,,Ring,Existing,0,313505.863,4835081.661,-79.392067935,43.655627766,"{u'type': u'Point', u'coordinates': (-79.3920679391, 43.6556277675)}"
7625663,369,BP-15331,911,Davenport Rd,,,Davenport Rd,,,12.0,,,Existing,0,310973.155,4837275.766,-79.423442381,43.67540296399999,"{u'type': u'Point', u'coordinates': (-79.423442385, 43.6754029632)}"
7625664,373,BP-08916,20,Lombard St,,,Lombard St,,,13.0,St. Lawrence Market Neighbourhood,,Existing,0,314695.814,4834615.5139999995,-79.37732394300001,43.651416936000004,"{u'type': u'Point', u'coordinates': (-79.3773239407, 43.6514169411)}"
7625665,410,BP-11634,8,Assiniboine Rd,,,Scholars Walk,,,7.0,,Rack,Existing,0,304515.293,4847629.273,-79.503536333,43.768623027,"{u'type': u'Point', u'coordinates': (-79.5035363297, 43.7686230297)}"
7625666,416,BP-08338,50,Western Battery Rd,,,Pirandello St,East,,10.0,,,Existing,0,311736.36699999997,4833336.57,-79.414027868,43.639938191000006,"{u'type': u'Point', u'coordinates': (-79.4140278737, 43.6399381912)}"
7625667,439,BP-06263,105,Victoria St,,,Victoria St,,,13.0,St. Lawrence Market Neighbourhood,,Existing,0,314682.936,4834690.252,-79.377482216,43.652089849,"{u'type': u'Point', u'coordinates': (-79.3774822183, 43.6520898543)}"
7625668,449,BP-15776,131,Dunn Ave,Dunn Ave,East,King St W,South,,4.0,,Ring,Existing,0,310251.081,4832871.742,-79.432441779,43.63576646,"{u'type': u'Point', u'coordinates': (-79.4324417802, 43.6357664625)}"
7625669,451,BP-15128,180,Elizabeth St,,,Walton St,,,11.0,,,Existing,0,313981.912,4835276.291999999,-79.386162758,43.657373977,"{u'type': u'Point', u'coordinates': (-79.3861627617, 43.6573739814)}"
7625670,454,BP-03697,1556,Queen St W,,,Dowling Ave,,,4.0,Parkdale Village,,Existing,0,309638.50899999996,4833339.522,-79.440029524,43.639981363000004,"{u'type': u'Point', u'coordinates': (-79.4400295272, 43.6399813607)}"
7625671,455,BP-13734,46,Wellesley St E,,,Wellesley St E,,,13.0,,Ring,Temporarily Removed,0,314276.222,4836170.871,-79.382498213,43.665422683,"{u'type': u'Point', u'coordinates': (-79.382498214, 43.6654226858)}"
7625672,470,BP-14932,2,Sussex Ave,,,Sussex Ave,,,11.0,,,Existing,0,312934.44399999996,4836191.286,-79.399135454,43.665622335,"{u'type': u'Point', u'coordinates': (-79.3991354493, 43.6656223388)}"
7625673,492,BP-03667,55,Oakmount Rd,,,Bloor St W,,,4.0,,Rack,Existing,0,307761.175,4835113.637,-79.463288241,43.655960652,"{u'type': u'Point', u'coordinates': (-79.4632882468, 43.6559606528)}"
7625674,510,BP-11207,59,Spadina Rd,,,Lowther Ave,,,11.0,,,Existing,0,312471.955,4836619.942,-79.40486406,43.66948572,"{u'type': u'Point', u'coordinates': (-79.4048640658, 43.6694857255)}"
7625675,561,BP-05510,2078,Queen St E,,,Leuty Ave,,,19.0,The Beach,,Existing,0,321204.274,4836787.137,-79.296574522,43.670849286999996,"{u'type': u'Point', u'coordinates': (-79.2965745185, 43.6708492864)}"
7625676,607,BP-16195,324,Richmond St W,Richmond St W,North,Widmer St,West,,10.0,Toronto Entertainment District,Ring,Temporarily Removed,0,313485.586,4834329.589,-79.39233142100001,43.648858345,"{u'type': u'Point', u'coordinates': (-79.3923314199, 43.6488583469)}"
7625677,620,BP-03606,794,Mount Pleasant Rd,,,Brownlow Ave,,,12.0,Mount Pleasant Village,Ring,Temporarily Removed,0,313582.386,4840915.299,-79.391024235,43.70813716,"{u'type': u'Point', u'coordinates': (-79.3910242322, 43.7081371656)}"
7625678,629,BP-11260,125,Bathurst St,,,Bathurst St,,,10.0,,,Existing,0,312660.375,4833952.308999999,-79.402566409,43.645471488999995,"{u'type': u'Point', u'coordinates': (-79.4025664048, 43.6454714934)}"
7625679,641,BP-12372,77,Cottingham St,,,Gange Ave,,,12.0,,,Existing,0,313270.708,4837798.779,-79.394940651,43.680088125,"{u'type': u'Point', u'coordinates': (-79.3949406497, 43.6800881275)}"
7625680,663,BP-09551,203,Kingston Rd,,,Rainsford Rd,,,19.0,,,Existing,0,320208.209,4837016.885,-79.308919856,43.672938624,"{u'type': u'Point', u'coordinates': (-79.3089198515, 43.6729386255)}"
7625681,706,BP-10566,61,Hanna Ave,,,Hanna Ave,,,10.0,Liberty Village,,Existing,0,311434.38899999997,4833307.848,-79.41777106100001,43.639682408,"{u'type': u'Point', u'coordinates': (-79.4177710593, 43.6396824074)}"
7625682,721,BP-14256,2980,Bloor St W,,,Willingdon Blvd,,,3.0,The Kingsway,,Existing,0,304032.946,4834215.619,-79.50950842600001,43.647882767,"{u'type': u'Point', u'coordinates': (-79.5095084293, 43.64788277)}"
7625683,767,BP-10390,254A,Kennedy Ave,,,Bloor St W,,,4.0,Bloor West Village,Rack,Existing,0,306782.95,4834648.3780000005,-79.475417697,43.651775939,"{u'type': u'Point', u'coordinates': (-79.4754176918, 43.6517759428)}"
7625684,890,BP-10113,3080,Yonge St,Yonge St,West,Lawrence Ave W,North,,8.0,Yonge Lawrence Village,Ring,Existing,0,312658.225,4842850.387,-79.402463372,43.725565723,"{u'type': u'Point', u'coordinates': (-79.4024633684, 43.7255657207)}"
7625685,933,BP-03347,145,Queens Quay W,,,York St,,,10.0,The Waterfront,,Existing,0,314508.443,4833304.6680000005,-79.379670287,43.639620028,"{u'type': u'Point', u'coordinates': (-79.3796702843, 43.6396200277)}"
7625686,967,BP-13006,2,Jackes Ave,Yonge St,East,Jackes Ave,North,,12.0,Yonge & St. Clair,Ring,Temporarily Removed,0,313436.131,4838387.033,-79.392879549,43.685381271000004,"{u'type': u'Point', u'coordinates': (-79.3928795463, 43.6853812709)}"
7625687,970,BP-11369,563,Crawford St,,,Crawford St,,,11.0,,,Existing,0,311220.50399999996,4835484.363,-79.420396146,43.659275863999994,"{u'type': u'Point', u'coordinates': (-79.4203961522, 43.6592758656)}"
7625688,985,BP-05479,2,Sussex Ave,,,Sussex Ave,,,11.0,,,Existing,0,312935.808,4836186.656,-79.399118601,43.665580648,"{u'type': u'Point', u'coordinates': (-79.3991186059, 43.6655806477)}"
7625689,1109,BP-16825,251,Sorauren Ave,,,Fermanagh Ave,,,4.0,,Rack,Existing,0,309345.38399999996,4834134.955,-79.44365594199999,43.647143195,"{u'type': u'Point', u'coordinates': (-79.443655946, 43.6471431938)}"
7625690,1134,BP-12471,8,Assiniboine Rd,,,Kidd Ter,,,7.0,,,Existing,0,304413.795,4847547.252,-79.504796967,43.767884691999996,"{u'type': u'Point', u'coordinates': (-79.5047969717, 43.7678846983)}"
7625691,1152,BP-13362,1229,Queen St W,,,Noble St,,,4.0,Parkdale Village,,Existing,0,310475.475,4833547.212,-79.42965365,43.641844938999995,"{u'type': u'Point', u'coordinates': (-79.4296536519, 43.6418449425)}"
7625692,1168,BP-19328,1000,College St,College St,North,Rusholme Rd,West,,9.0,College Promenade,Ring,Existing,0,310554.223,4834808.279,-79.428664157,43.653195652,"{u'type': u'Point', u'coordinates': (-79.428664155, 43.6531956543)}"
7625693,1169,BP-19324,1262,Bay St,Bay St,West,Yorkville Ave,South,,11.0,Bloor-Yorkville,Ring,Existing,0,313660.441,4836787.375,-79.39012354399999,43.670979628000005,"{u'type': u'Point', u'coordinates': (-79.390123543, 43.6709796269)}"
7625694,1170,BP-19329,998,College St,College St,North,Rusholme Rd,West,,9.0,College Promenade,Ring,Existing,0,310566.37899999996,4834812.026000001,-79.428513414,43.653229284,"{u'type': u'Point', u'coordinates': (-79.4285134156, 43.6532292882)}"
7625695,1171,BP-19330,998,College St,College St,North,Rusholme Rd,West,,9.0,College Promenade,Ring,Existing,0,310563.914,4834811.406,-79.428543984,43.653223723,"{u'type': u'Point', u'coordinates': (-79.4285439812, 43.6532237264)}"
7625696,1172,BP-19331,924,College St,College St,North,Dovercourt Rd,East,,9.0,College Promenade,Ring,Existing,0,310792.381,4834877.634,-79.425710915,43.65381806,"{u'type': u'Point', u'coordinates': (-79.4257109124, 43.6538180622)}"
7625697,1173,BP-19332,924,College St,College St,North,Dovercourt Rd,East,,9.0,College Promenade,Ring,Existing,0,310794.979,4834878.362,-79.425678691,43.65382459600001,"{u'type': u'Point', u'coordinates': (-79.4256786963, 43.6538245943)}"
7625698,1174,BP-19384,2340,Yonge St,Yonge St,West,Roehampton Ave,South,,8.0,,Ring,Existing,0,312967.418,4840870.57,-79.39865569,43.707741565,"{u'type': u'Point', u'coordinates': (-79.3986556959, 43.7077415687)}"
7625699,1175,BP-19382,3042,Yonge St,Yonge St,West,Lawrence Ave W,South,,8.0,,Ring,Existing,0,312672.442,4842775.492,-79.402288006,43.724891424,"{u'type': u'Point', u'coordinates': (-79.4022880024, 43.7248914229)}"
7625700,1176,BP-19383,3042,Yonge St,Yonge St,West,Lawrence Ave W,South,,8.0,,Ring,Existing,0,312672.897,4842772.978,-79.402282396,43.724868787,"{u'type': u'Point', u'coordinates': (-79.4022823918, 43.724868789)}"
7625701,1177,BP-19388,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8.0,,Ring,Existing,0,312970.85,4840841.388,-79.39861355,43.707478856,"{u'type': u'Point', u'coordinates': (-79.3986135532, 43.7074788563)}"
7625702,1178,BP-19385,2340,Yonge St,Yonge St,West,Roehampton Ave,South,,8.0,,Ring,Existing,0,312967.87899999996,4840867.991,-79.398650016,43.70771834600001,"{u'type': u'Point', u'coordinates': (-79.3986500148, 43.7077183494)}"
7625703,1179,BP-19389,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8.0,,Ring,Existing,0,312971.484,4840835.988,-79.398605768,43.707430242,"{u'type': u'Point', u'coordinates': (-79.3986057683, 43.7074302425)}"
7625704,1180,BP-19387,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8.0,,Ring,Existing,0,312970.674,4840843.613,-79.39861570000001,43.70749888,"{u'type': u'Point', u'coordinates': (-79.3986157033, 43.707498886)}"
7625705,1181,BP-19390,2340,Yonge St,Yonge St,West,Eglinton Ave W,North,,8.0,,Ring,Existing,0,312971.692,4840833.773,-79.398603224,43.707410302,"{u'type': u'Point', u'coordinates': (-79.398603221, 43.7074103024)}"
7625706,1200,BP-19355,1351,Dufferin St,Dufferin St,East,Geary Ave,North,,9.0,,Ring,Existing,0,309681.80100000004,4836643.446,-79.439463084,43.669720847,"{u'type': u'Point', u'coordinates': (-79.4394630811, 43.6697208517)}"
7625707,1201,BP-19463,1729,Bloor St W,Bloor St W,South,Keele St,East,,4.0,Bloor By The Park,Ring,Existing,0,308056.374,4834973.653,-79.459629298,43.654699375,"{u'type': u'Point', u'coordinates': (-79.4596293037, 43.6546993737)}"
7625708,1202,BP-19356,2461,Bloor St W,Bloor St W,South,Jane St,West,,4.0,Bloor West Village,Ring,Existing,0,306033.247,4834346.24,-79.484712323,43.649057909,"{u'type': u'Point', u'coordinates': (-79.4847123272, 43.6490579104)}"
7625709,1204,BP-19333,499,King St W,King St W,South,Brant St,East,,10.0,,Ring,Existing,0,313077.024,4833891.251,-79.397402754,43.644917371999995,"{u'type': u'Point', u'coordinates': (-79.3974027587, 43.6449173701)}"
7625710,1205,BP-19335,36,Blue Jays Way,Blue Jays Way,West,Wellington St W,North,,10.0,Toronto Entertainment District,Ring,Existing,0,313517.971,4833891.674,-79.39193703,43.644916136999996,"{u'type': u'Point', u'coordinates': (-79.3919370352, 43.6449161416)}"
7625711,1206,BP-19336,36,Blue Jays Way,Blue Jays Way,West,Wellington St W,North,,10.0,Toronto Entertainment District,Ring,Existing,0,313517.73600000003,4833892.887,-79.391939926,43.644927061000004,"{u'type': u'Point', u'coordinates': (-79.3919399285, 43.644927063)}"
7625712,1207,BP-19334,36,Blue Jays Way,Blue Jays Way,West,Wellington St W,North,,10.0,Toronto Entertainment District,Ring,Existing,0,313518.42600000004,4833890.186000001,-79.39193142,43.644902738999996,"{u'type': u'Point', u'coordinates': (-79.3919314193, 43.6449027423)}"
7625713,1208,BP-19337,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14.0,Leslieville,Ring,Existing,0,317989.597,4835774.14,-79.336463532,43.661794985,"{u'type': u'Point', u'coordinates': (-79.3364635363, 43.6617949874)}"
7625714,1209,BP-19339,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14.0,Leslieville,Ring,Existing,0,317982.05199999997,4835771.383,-79.336557152,43.661770307,"{u'type': u'Point', u'coordinates': (-79.336557153, 43.6617703046)}"
7625715,1210,BP-19340,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14.0,Leslieville,Ring,Existing,0,317978.777,4835770.422,-79.33659778,43.661761708,"{u'type': u'Point', u'coordinates': (-79.3365977826, 43.6617617124)}"
7625716,1211,BP-19341,1075,Queen St E,Queen St E,South,Winnifred Ave,West,,14.0,Leslieville,Ring,Existing,0,317971.447,4835767.919,-79.336688732,43.661739311000005,"{u'type': u'Point', u'coordinates': (-79.3366887272, 43.661739312)}"
7625717,1212,BP-19343,710,Spadina Ave,Spadina Ave,West,Sussex Ave,North,,11.0,,Ring,Existing,0,312614.522,4836135.272,-79.403103188,43.665121563999996,"{u'type': u'Point', u'coordinates': (-79.4031031869, 43.66512157)}"
7625718,1213,BP-19344,710,Spadina Ave,Spadina Ave,West,Sussex Ave,North,,11.0,,Ring,Existing,0,312612.834,4836141.074,-79.403124029,43.665173808999995,"{u'type': u'Point', u'coordinates': (-79.4031240334, 43.6651738134)}"
7625719,1214,BP-19345,169,Harbord St,Harbord St,South,Borden St,West,,11.0,,Ring,Existing,0,312270.159,4835779.502,-79.40737806199999,43.661922703,"{u'type': u'Point', u'coordinates': (-79.4073780624, 43.6619227069)}"
7625720,1215,BP-19346,169,Harbord St,Harbord St,South,Borden St,West,,11.0,,Ring,Existing,0,312268.186,4835778.71,-79.407402536,43.661915598,"{u'type': u'Point', u'coordinates': (-79.4074025364, 43.6619155977)}"
7625721,1216,BP-19347,93,Harbord St,Harbord St,South,Robert St,East,,11.0,Harbord Street,Ring,Existing,0,312576.433,4835865.223,-79.403579361,43.662691171999995,"{u'type': u'Point', u'coordinates': (-79.4035793645, 43.6626911699)}"
7625722,1217,BP-19348,410,College St,College St,North,Lippincott St,East,,11.0,,Ring,Existing,0,312352.88800000004,4835214.808,-79.406360208,43.656838872,"{u'type': u'Point', u'coordinates': (-79.4063602129, 43.6568388713)}"
7625723,1218,BP-19349,142,Bathurst St,Bathurst St,West,Portugal Sq,North,,10.0,,Ring,Existing,0,312582.798,4833975.046,-79.403527681,43.645676972,"{u'type': u'Point', u'coordinates': (-79.4035276848, 43.6456769727)}"
7625724,1219,BP-19351,82,Bathurst St,Bathurst St,West,King St W,South,,10.0,,Ring,Existing,0,312664.895,4833698.698,-79.402514063,43.643188596,"{u'type': u'Point', u'coordinates': (-79.4025140687, 43.6431886022)}"
7625725,1221,BP-19353,398,Adelaide St W,Adelaide St W,North,Spadina Ave,West,,10.0,,Ring,Existing,0,313174.549,4834087.739,-79.396190854,43.646684938,"{u'type': u'Point', u'coordinates': (-79.396190851, 43.6466849368)}"
7625726,1230,BP-19444,30,Nelson St,Nelson St,North,Duncan St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,313795.334,4834336.903,-79.388491601,43.648920503,"{u'type': u'Point', u'coordinates': (-79.3884915956, 43.6489205019)}"
7625727,1231,BP-19445,30,Nelson St,Nelson St,North,Duncan St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,313796.587,4834337.33,-79.388476056,43.64892432600001,"{u'type': u'Point', u'coordinates': (-79.388476056, 43.6489243303)}"
7625728,1232,BP-19446,30,Nelson St,Nelson St,North,Duncan St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,313797.536,4834337.666,-79.388464286,43.648927342,"{u'type': u'Point', u'coordinates': (-79.3884642864, 43.6489273433)}"
7625729,1233,BP-19447,30,Nelson St,Nelson St,North,Duncan St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,313805.592,4834339.721,-79.388364389,43.648945738,"{u'type': u'Point', u'coordinates': (-79.3883643881, 43.6489457436)}"
7625730,1234,BP-19448,30,Nelson St,Nelson St,North,Duncan St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,313806.607,4834340.021000001,-79.388351805,43.648948431,"{u'type': u'Point', u'coordinates': (-79.388351801, 43.6489484317)}"
7625731,1235,BP-19449,30,Nelson St,Nelson St,North,Duncan St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,313807.418,4834340.262,-79.38834173800001,43.648950586000005,"{u'type': u'Point', u'coordinates': (-79.3883417436, 43.6489505912)}"
7625732,1236,BP-19359,42,Pardee Ave,Pardee Ave,West,Liberty St,South,,10.0,Liberty Village,Ring,Existing,0,311023.23699999996,4833080.951,-79.422869635,43.637643569,"{u'type': u'Point', u'coordinates': (-79.4228696291, 43.6376435752)}"
7625733,1237,BP-19358,42,Pardee Ave,Pardee Ave,West,Liberty St,South,,10.0,Liberty Village,Ring,Existing,0,311023.999,4833078.237,-79.422860218,43.637619141,"{u'type': u'Point', u'coordinates': (-79.4228602162, 43.6376191391)}"
7625734,1238,BP-19421,100,Richmond St W,York St,East,Queen St W,South,,10.0,Financial District,Ring,Existing,0,314096.216,4834574.501,-79.38475770000001,43.651055502,"{u'type': u'Point', u'coordinates': (-79.3847577055, 43.6510555041)}"
7625735,1239,BP-19423,145,Richmond St W,University Ave,East,Richmond St W,South,,10.0,Financial District,Ring,Existing,0,314001.145,4834457.19,-79.385938269,43.650000723999995,"{u'type': u'Point', u'coordinates': (-79.3859382671, 43.6500007296)}"
7625736,1240,BP-19424,145,Richmond St W,University Ave,East,Richmond St W,,,10.0,Financial District,Ring,Existing,0,314004.92100000003,4834447.05,-79.385891629,43.649909406999996,"{u'type': u'Point', u'coordinates': (-79.3858916309, 43.6499094092)}"
7625737,1241,BP-19425,145,Richmond St W,Richmond St W,South,University Ave,East,,10.0,Financial District,Ring,Existing,0,314007.018,4834468.476,-79.38586527300001,43.650102243,"{u'type': u'Point', u'coordinates': (-79.3858652704, 43.6501022461)}"
7625738,1242,BP-19426,145,Richmond St W,Richmond St W,South,University Ave,East,,10.0,Financial District,Ring,Existing,0,314009.128,4834468.991,-79.385839104,43.65010685,"{u'type': u'Point', u'coordinates': (-79.3858391051, 43.6501068556)}"
7625739,1243,BP-19418,75,Simcoe St,Simcoe St,East,King St W,South,,10.0,Financial District,Ring,Existing,0,314001.652,4834149.166999999,-79.385937223,43.647228103,"{u'type': u'Point', u'coordinates': (-79.3859372289, 43.6472281016)}"
7625740,1244,BP-19419,75,Simcoe St,Simcoe St,East,King St W,South,,10.0,Financial District,Ring,Existing,0,314002.482,4834146.179,-79.38592698800001,43.647201196000005,"{u'type': u'Point', u'coordinates': (-79.3859269913, 43.6472011953)}"
7625741,1245,BP-19420,75,Simcoe St,Simcoe St,East,King St W,South,,10.0,Financial District,Ring,Existing,0,314003.429,4834142.983,-79.385915306,43.647172413,"{u'type': u'Point', u'coordinates': (-79.3859153068, 43.6471724153)}"
7625742,1268,BP-03998,69,Queen St E,,,Berti St,,,13.0,,,Existing,0,314787.308,4834790.494,-79.376186472,43.652990768,"{u'type': u'Point', u'coordinates': (-79.3761864782, 43.6529907723)}"
7625743,1283,BP-07798,102,Atlantic Ave,,,Hanna Ave,,,10.0,Liberty Village,,Existing,0,311175.414,4833245.989,-79.420981611,43.639127857,"{u'type': u'Point', u'coordinates': (-79.4209816128, 43.6391278554)}"
7625744,1343,BP-14326,145,Queens Quay W,,,York St,,,10.0,The Waterfront,,Existing,0,314518.522,4833292.28,-79.379545581,43.639508386,"{u'type': u'Point', u'coordinates': (-79.3795455849, 43.6395083873)}"
7625745,1349,BP-15552,61,Hanna Ave,,,Hanna Ave,,,10.0,Liberty Village,,Existing,0,311439.283,4833307.608,-79.417710402,43.639680199,"{u'type': u'Point', u'coordinates': (-79.4177104044, 43.6396802034)}"
7625746,1371,BP-13552,258,Christie St,,,Melville Ave,,,11.0,,,Existing,0,311145.96,4836770.955,-79.421305252,43.670857546,"{u'type': u'Point', u'coordinates': (-79.421305249, 43.6708575441)}"
7625747,1399,BP-14485,433,Royal York Rd,,,Algoma St,,,3.0,,,Existing,0,304780.825,4831216.874,-79.500237586,43.620890302,"{u'type': u'Point', u'coordinates': (-79.5002375876, 43.6208903021)}"
7625748,1415,BP-19581,238,Front St E,Front St E,North,Berkeley St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315746.173,4834601.796,-79.36430319600001,43.651278741000006,"{u'type': u'Point', u'coordinates': (-79.3643032015, 43.6512787458)}"
7625749,1416,BP-19582,238,Front St E,Front St E,North,Berkeley St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315738.86699999997,4834599.632,-79.364393811,43.65125937,"{u'type': u'Point', u'coordinates': (-79.3643938156, 43.6512593744)}"
7625750,1417,BP-19583,238,Front St E,Front St E,North,Berkeley St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315734.606,4834598.369,-79.364446668,43.651248069,"{u'type': u'Point', u'coordinates': (-79.3644466635, 43.6512480684)}"
7625751,1418,BP-19584,238,Front St E,Front St E,North,Berkeley St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315730.344,4834597.107,-79.36449952699999,43.651236768000004,"{u'type': u'Point', u'coordinates': (-79.3644995238, 43.6512367713)}"
7625752,1419,BP-19585,260,Front St E,Front St E,North,Berkeley St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315802.435,4834619.786,-79.36360537600001,43.651439843999995,"{u'type': u'Point', u'coordinates': (-79.3636053719, 43.6514398498)}"
7625753,1420,BP-19586,260,Front St E,Front St E,North,Berkeley St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315811.102,4834622.574,-79.363497876,43.651464812,"{u'type': u'Point', u'coordinates': (-79.3634978726, 43.6514648172)}"
7625754,1421,BP-19587,260,Front St E,Front St E,North,Berkeley St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315814.898,4834623.919,-79.363450789,43.651476865,"{u'type': u'Point', u'coordinates': (-79.3634507872, 43.6514768678)}"
7625755,1422,BP-19588,260,Front St E,Front St E,North,Berkeley St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315818.837,4834625.527,-79.363401925,43.651491281999995,"{u'type': u'Point', u'coordinates': (-79.3634019236, 43.6514912836)}"
7625756,1423,BP-19589,41,Avenue Rd,Avenue Rd,East,Yorkville Ave,North,,11.0,Bloor-Yorkville,Ring,Existing,0,313282.169,4836749.962,-79.394814997,43.670647272,"{u'type': u'Point', u'coordinates': (-79.3948149943, 43.6706472734)}"
7625757,1424,BP-19590,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11.0,Bloor-Yorkville,Ring,Existing,0,313277.74100000004,4836700.083000001,-79.39487069100001,43.670198343,"{u'type': u'Point', u'coordinates': (-79.3948706883, 43.6701983473)}"
7625758,1425,BP-19591,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11.0,Bloor-Yorkville,Ring,Existing,0,313278.76300000004,4836696.633,-79.394858071,43.670167276,"{u'type': u'Point', u'coordinates': (-79.3948580691, 43.6701672811)}"
7625759,1426,BP-19593,36,Avenue Rd,Avenue Rd,West,Yorkville Ave,South,,11.0,Bloor-Yorkville,Ring,Existing,0,313281.07,4836689.589,-79.39482957,43.67010384899999,"{u'type': u'Point', u'coordinates': (-79.3948295716, 43.6701038495)}"
7625760,1427,BP-19594,,Yonge St,Yonge St,East,Bloor St E,North,,11.0,Bloor Street,Ring,Existing,0,313930.753,4836733.742,-79.386772371,43.670493582,"{u'type': u'Point', u'coordinates': (-79.3867723749, 43.6704935884)}"
7625761,1428,BP-19595,,Yonge St,Yonge St,East,Bloor St E,North,,11.0,Bloor Street,Ring,Existing,0,313930.364,4836734.768,-79.38677717600001,43.670502825,"{u'type': u'Point', u'coordinates': (-79.3867771814, 43.6705028285)}"
7625762,1429,BP-19596,,Park Rd,Park Rd,East,Bloor St E,North,,11.0,Bloor Street,Ring,Existing,0,314132.658,4836805.989,-79.38426737,43.67114140100001,"{u'type': u'Point', u'coordinates': (-79.3842673693, 43.6711413987)}"
7625763,1430,BP-19598,490,Sherbourne St,Sherbourne St,West,Lourdes Lane,South,,13.0,,Ring,Existing,0,314879.56899999996,4836420.441000001,-79.375012283,43.667661206999995,"{u'type': u'Point', u'coordinates': (-79.3750122815, 43.667661209)}"
7625764,1463,BP-13582,145,Queen St E,,,Jarvis St,,,13.0,,Ring,Existing,0,315040.907,4834867.37,-79.37304114,43.653679308,"{u'type': u'Point', u'coordinates': (-79.3730411392, 43.6536793105)}"
7625765,1472,BP-19427,181,Bedford Rd,Davenport Rd,North,Bedford Rd,East,,11.0,,Ring,Temporarily Removed,0,312911.456,4837171.7930000005,-79.399405751,43.674448438,"{u'type': u'Point', u'coordinates': (-79.3994057535, 43.6744484436)}"
7625766,1473,BP-19428,181,Bedford Rd,Davenport Rd,North,Bedford Rd,East,,11.0,,Ring,Temporarily Removed,0,312913.229,4837171.775,-79.39938376100001,43.674448258000005,"{u'type': u'Point', u'coordinates': (-79.3993837659, 43.6744482622)}"
7625767,1474,BP-19451,,,Walton St,North,Yonge St,West,,11.0,Downtown Yonge,Ring,Existing,0,314309.95,4835423.606000001,-79.382093162,43.658695878,"{u'type': u'Point', u'coordinates': (-79.3820931641, 43.658695881)}"
7625768,1475,BP-19452,,,Walton St,North,Yonge St,West,,11.0,Downtown Yonge,Ring,Existing,0,314307.16,4835422.779,-79.382127774,43.658688473999995,"{u'type': u'Point', u'coordinates': (-79.3821277697, 43.6586884725)}"
7625769,1476,BP-19453,,,Walton St,North,Yonge St,West,,11.0,Downtown Yonge,Ring,Existing,0,314293.442,4835418.785,-79.382297921,43.658652697,"{u'type': u'Point', u'coordinates': (-79.3822979189, 43.6586526965)}"
7625770,1477,BP-19465,55,Gateway Blvd,Gateway Blvd,East,Grenoble Dr,North,,16.0,,Ring,Existing,0,318468.762,4841336.635,-79.33038141600001,43.711855822,"{u'type': u'Point', u'coordinates': (-79.3303814167, 43.711855821)}"
7625771,1478,BP-19466,55,Gateway Blvd,Gateway Blvd,East,Grenoble Dr,North,,16.0,,Ring,Existing,0,318469.127,4841333.243,-79.33037697399999,43.711825278999996,"{u'type': u'Point', u'coordinates': (-79.3303769734, 43.7118252821)}"
7625772,1479,BP-19468,874,Eglinton Ave E,Eglinton Ave E,North,Laird Dr,West,,15.0,,Ring,Existing,0,315670.155,4841527.124,-79.365105971,43.713616714,"{u'type': u'Point', u'coordinates': (-79.3651059749, 43.7136167161)}"
7625773,1483,BP-19294,992,St Clair Ave W,St Clair Ave W,North,Crang Ave,West,,9.0,Regal Heights Village,Ring,Existing,0,309882.843,4837718.728,-79.436959918,43.679398458,"{u'type': u'Point', u'coordinates': (-79.436959924, 43.6793984591)}"
7625774,1484,BP-19295,1018,St Clair Ave W,St Clair Ave W,North,Appleton Ave,West,,9.0,Regal Heights Village,Ring,Existing,0,309823.118,4837701.267,-79.437700822,43.679241688999994,"{u'type': u'Point', u'coordinates': (-79.4377008269, 43.6792416933)}"
