id,street_address,latitude,longitude
BP-31398,176 Elm St,43.656292855,-79.389576178
BP-22003,19 Orde St,43.658245253000004,-79.391417476
BP-22004,180 Mc Caul St,43.656495303,-79.392442862
BP-22005,60 Murray St,43.658024263,-79.391320314
BP-22028,19 Orde St,43.65818271,-79.391391355
BP-22042,235 Mc Caul St,43.657926531,-79.392884092
BP-22084,3 Baldwin St,43.656174044,-79.392502679
BP-22111,500 University Ave,43.655341425,-79.389404346
BP-20617,958 Bay St,43.664701656000005,-79.387440908
BP-27141,267 St George St,43.673453783999996,-79.402391306
BP-27167,170 Avenue Rd,43.675449705,-79.397178268
BP-27168,40 Bedford Rd,43.67021088600001,-79.398607478
BP-27180,225 St George St,43.672547664,-79.40178978600001
BP-27181,277 St George St,43.673934568,-79.402767099
BP-25772,936 Bathurst St,43.668972821000004,-79.412816804
BP-25802,1025 Bathurst St,43.671311921000004,-79.413534021
BP-25811,986A Bathurst St,43.670120693,-79.413265988
BP-25813,511 Bloor St W,43.665558993000005,-79.40872674399999
BP-25827,425 Bloor St W,43.666354614,-79.40505074
BP-25836,507 Bloor St W,43.665662523,-79.408365401
BP-25856,507 Bloor St W,43.665669576000006,-79.408333291
BP-25896,1069 Bathurst St,43.672252631000006,-79.413901325
BP-25907,1075 Bathurst St,43.672579428,-79.414034195
BP-24854,787 Dupont St,43.67062453,-79.42610573399999
BP-24949,135 St George St,43.667805728999994,-79.398838824
BP-24965,317 Bloor St W,43.667559668,-79.399180359
BP-24976,317 Bloor St W,43.667545059,-79.399257169
BP-24173,61 Bellevue Ave,43.65492840899999,-79.403507215
BP-25035,310 Bloor St W,43.667095375,-79.40222909
BP-25041,512 Bloor St W,43.665337943999994,-79.410534465
BP-25044,436 Bloor St W,43.6657942,-79.408348926
BP-25058,264 Bloor St W,43.667525039,-79.400179611
BP-25074,360A Bloor St W,43.666478093,-79.405074152
BP-25079,524 Bloor St W,43.665269779,-79.410855509
BP-25115,362 Bloor St W,43.666338018000005,-79.405745213
BP-27199,287 Davenport Rd,43.674198765,-79.399665837
BP-25911,371 Bloor St W,43.66695265600001,-79.402077185
BP-25912,553 Bloor St W,43.66524147,-79.410375247
BP-25920,1065 Bathurst St,43.672160946000005,-79.413866376
BP-23829,28 Ted Rogers Way,43.670757671000004,-79.380306671
BP-23932,11 College St,43.661210185,-79.383506342
BP-26395,2 Follis Ave,43.669603478,-79.413243023
BP-26399,252 Christie St,43.670597873999995,-79.421208815
BP-26439,11 Christie St,43.664230448999994,-79.41861602600001
BP-26442,118 Christie St,43.665703753,-79.419342918
BP-26461,55 Belmont St,43.675068055,-79.39113794100001
BP-25046,398 Bloor St W,43.66600429100001,-79.40734215399999
BP-25090,444 Bloor St W,43.665693731000005,-79.408822587
BP-25092,326 Bloor St W,43.666856923000005,-79.403305569
BP-25104,400 Bloor St W,43.66595137,-79.407593163
BP-25233,1133 Yonge St,43.681462872,-79.391180939
BP-25238,2 Roxborough St E,43.67826936,-79.389967392
BP-25255,12 Shaftesbury Ave,43.682100311999996,-79.391223102
BP-25270,1132 Yonge St,43.679375199,-79.39060745100001
BP-25374,982 Dundas St W,43.650504184,-79.415211802
BP-25396,872 Dundas St W,43.651297641999996,-79.411267447
BP-25407,1052 Dundas St W,43.650039811000006,-79.417538693
BP-21021,129 Mc Caul St,43.654453352,-79.391418755
BP-21025,140 Mc Caul St,43.654737285,-79.391695688
BP-21031,176 Elm St,43.656339435,-79.390626212
BP-27326,233A College St,43.65829476,-79.397590559
BP-27331,381 Spadina Ave,43.656343281000005,-79.399198208
BP-27336,349 Spadina Ave,43.655310776,-79.398761913
BP-27347,185 College St,43.658908435,-79.39446696600001
BP-27380,500 Dundas St W,43.653152735,-79.397940903
BP-27408,337 Spadina Ave,43.654900066,-79.398522544
BP-26468,926 Yonge St,43.674217502,-79.38849852199999
BP-26472,98 Davenport Rd,43.673343083,-79.390858184
BP-26592,428 Summerhill Ave,43.686145702,-79.375902347
BP-26631,83 Albany Ave,43.668352691,-79.41106017199999
BP-26650,278 Dupont St,43.675200327,-79.4073608
BP-26684,332 Bloor St W,43.66695381,-79.403829532
BP-26695,8D Spadina Rd,43.66767062,-79.40436678
BP-26703,332 Bloor St W,43.666908547,-79.403813197
BP-26710,278 Dupont St,43.67515374600001,-79.407343665
BP-26711,420 Dupont St,43.673832518000005,-79.412002255
BP-31698,60 Grosvenor St,43.6622838,-79.387504139
BP-31700,101 College St,43.659989281,-79.38930263
BP-31703,3 Scollard St,43.67258704,-79.388050237
BP-31712,101 College St,43.660002039,-79.38924420000001
BP-31733,76 College St,43.66073543899999,-79.386797523
BP-27200,40 Bedford Rd,43.670216378,-79.398578925
BP-27314,239 College St,43.658142432,-79.398366395
BP-27352,349 Spadina Ave,43.655323245,-79.398766292
BP-27362,367 Spadina Ave,43.655702971000004,-79.398940978
BP-27388,293-299 Spadina Ave,43.65343802,-79.39804456
BP-27438,429 Spadina Ave,43.65718829,-79.399523966
BP-27454,349 Spadina Ave,43.6553522,-79.398775998
BP-27555,252 College St,43.658164506000006,-79.399207628
BP-27569,250 College St,43.658224813000004,-79.398789053
BP-27588,374 Spadina Ave,43.655031505,-79.399038931
BP-27625,250 College St,43.658218712,-79.398820908
BP-27554,412 Spadina Ave,43.656202652,-79.399531358
BP-27587,214-220 College St,43.658746845,-79.396649838
BP-27652,214-220 College St,43.658656877,-79.396607179
BP-27665,222 College St,43.658636054,-79.397268833
BP-27690,422 Spadina Ave,43.656400426000005,-79.399633592
BP-27694,184-200 College St,43.658960593,-79.395003037
BP-27700,184 College St,43.659063821000004,-79.394525118
BP-27714,626 College St,43.655052168000005,-79.414976321
BP-27732,626 College St,43.65502806,-79.41511122899999
BP-27733,546 College St,43.65572147899999,-79.411852357
BP-27743,459 College St,43.656225866999996,-79.408409287
BP-27750,586 College St,43.655373094,-79.41338233
BP-27768,766 College St,43.655017429,-79.420233141
BP-27778,634 College St,43.655170866000006,-79.41673058100001
BP-27780,460 Manning Ave,43.657541654,-79.41351983
BP-27783,452 College St,43.656502163,-79.40805938
BP-27785,470 College St,43.656347596,-79.40879951
BP-27793,602 College St,43.655195715,-79.414270113
BP-27798,590 College St,43.655341654,-79.413529974
BP-27800,414 Manning Ave,43.657517833,-79.413508381
BP-27818,558 College St,43.655644338,-79.4122253
BP-27819,615 College St,43.654983463,-79.414653341
BP-27829,710 College St,43.655290097,-79.41851889600001
BP-26809,165 Avenue Rd,43.674670161,-79.396250532
BP-26827,165 Avenue Rd,43.674761495,-79.395893094
BP-27031,860 Dupont St,43.670213808,-79.428632219
BP-27049,840 Dupont St,43.670523276000004,-79.427196982
BP-27050,840 Dupont St,43.670527328999995,-79.427178665
BP-27056,264 Beatrice St,43.658196929,-79.418948355
BP-27142,261 Davenport Rd,43.674341386,-79.39800328300001
BP-27143,326 Davenport Rd,43.674704955,-79.400711417
BP-27151,88 Bernard Ave,43.673192835,-79.402200579
BP-27162,174 St George St,43.668258208999994,-79.400202694
BP-25131,400 Bloor St W,43.665938823000005,-79.407655185
BP-25252,2 Roxborough St E,43.678239571999995,-79.389947758
BP-25620,910 Dundas St W,43.651066788,-79.41242613
BP-25680,287 Ossington Ave,43.65058104,-79.42113264
BP-25699,796 Dundas St W,43.651912385,-79.40824463
BP-25724,846 Dundas St W,43.651527732,-79.410131444
BP-23822,125 Queen's Park,43.668438242,-79.393882076
BP-27631,384 Spadina Ave,43.655366242,-79.399205626
BP-27632,184-200 College St,43.658934971,-79.395123931
BP-27633,222 College St,43.658602628999994,-79.397255569
BP-27637,184-200 College St,43.658920192,-79.395197239
BP-27638,184 College St,43.659058226999996,-79.39455479
BP-27651,214-220 College St,43.658735307,-79.396661828
BP-27664,184-200 College St,43.65894114899999,-79.395092157
BP-27689,392 Spadina Ave,43.655589408999994,-79.399306579
BP-27692,254 College St,43.658118801,-79.399430313
BP-27711,706 College St,43.655302907,-79.418121155
BP-27713,474 College St,43.65627872899999,-79.40908997
BP-27723,474 College St,43.656236665,-79.40934849199999
BP-27731,572 College St,43.655460996,-79.412957905
BP-27759,609 College St,43.655026766000006,-79.414440902
BP-27766,576 College St,43.655428845,-79.41310427100001
BP-27775,562 College St,43.655629472,-79.412301184
BP-27781,706 College St,43.655268413,-79.417379896
BP-27794,706 College St,43.655277421,-79.417481566
BP-27809,626 College St,43.65501511,-79.415195865
BP-26407,641 Dupont St,43.671684405,-79.420790563
BP-26409,650 Dupont St,43.67190134,-79.420485891
BP-26415,118 Christie St,43.666126153,-79.41951204600001
BP-26416,653 Dupont St,43.67158903,-79.421268363
BP-26434,560 Palmerston Ave,43.665087926999995,-79.41389018
BP-26441,40 Rossmore Rd,43.670984323,-79.41489541600001
BP-26456,101 Davenport Rd,43.674034438999996,-79.391925045
BP-26474,926 Yonge St,43.674257829,-79.38851526
BP-27163,141 St George St,43.668776812,-79.399800893
BP-27179,206 St George St,43.670740597,-79.401225154
BP-27183,14 Prince Arthur Ave,43.669634398999996,-79.39582301
BP-25774,473 Bloor St W,43.665957629,-79.406927334
BP-25800,1002 Bathurst St,43.670555315,-79.41344270399999
BP-25801,1012 Bathurst St,43.670722826,-79.413505874
BP-25839,525 Bloor St W,43.665487622,-79.40920441600001
BP-25868,982A Bathurst St,43.669986468999994,-79.413212731
BP-25874,908 Bathurst St,43.667875435,-79.41238344199999
BP-25882,425 Bloor St W,43.666386101,-79.404904432
BP-25572,65 Grace St,43.652148505,-79.414410268
BP-25611,790 Dundas St W,43.651952072,-79.408063317
BP-20043,1170 Bay St,43.669030461999995,-79.38931213800001
BP-20053,44 Charles St W,43.668607616,-79.388898825
BP-20062,44 Charles St W,43.668912235,-79.389029309
BP-27320,397 Spadina Ave,43.656626802,-79.399313354
BP-27321,405 Spadina Ave,43.656854248,-79.39939747300001
BP-27327,175 College St,43.659024183,-79.393927464
BP-27341,239 College St,43.658134608999994,-79.398405491
BP-27349,219 College St,43.658453346,-79.396731385
BP-27369,337 Spadina Ave,43.654590459,-79.398481281
BP-27396,323 Spadina Ave,43.654164052,-79.39831557800001
BP-27401,323 Spadina Ave,43.654455282,-79.398437244
BP-27435,223 College St,43.658352511000004,-79.39729233899999
BP-27448,337 Spadina Ave,43.654653575,-79.398493467
BP-32509,22 Russell St,43.660101608000005,-79.398912258
BP-32511,33 Russell St,43.659844248999995,-79.399528561
BP-32559,808 Church St,43.67203923899999,-79.385144779
BP-32563,802 Church St,43.671851148,-79.384777157
BP-32567,773 Yonge St,43.671273981000006,-79.386995068
BP-32569,808 Church St,43.671804404,-79.384981776
BP-32576,160 Bloor St E,43.671512529,-79.3832267
BP-32592,808 Church St,43.672038511000004,-79.385074894
BP-32598,802 Church St,43.671849863999995,-79.38478549199999
BP-32608,1235 Bay St,43.670969365,-79.389886265
BP-32612,70 Cumberland St,43.670945538999995,-79.389876465
BP-32616,10 Bellair St,43.669699853000004,-79.390748592
BP-32619,86 Scollard St,43.671929701,-79.391639585
BP-22702,20 St George St,43.659326648000004,-79.396566487
BP-22761,20 St George St,43.659268254,-79.396589674
BP-42763,219 Harbord St,43.661487937,-79.409441644
BP-43810,386 Harbord St,43.658881914,-79.422988883
BP-22678,110 St George St,43.663189751000004,-79.39819885
BP-22634,121 St George St,43.666319048000005,-79.399159377
BP-22637,61 Bellevue Ave,43.654931973000004,-79.403496389
BP-22644,500 University Ave,43.655460205,-79.389453368
BP-34728,678 Bathurst St,43.6619472,-79.410018311
BP-34731,684 Bathurst St,43.662173476999996,-79.410110592
BP-34755,161 Harbord St,43.661963357,-79.407061138
BP-32623,107 Scollard St,43.671744953,-79.392163588
BP-32625,97 Scollard St,43.671814604,-79.391840707
BP-32626,55 Scollard St,43.67221897899999,-79.38982244600001
BP-32641,1300 Bay St,43.672113426,-79.390747203
BP-34767,162 Major St,43.662365294,-79.40483872600001
BP-34778,209 Harbord St,43.661534853999996,-79.40929312600001
BP-34780,3 Borden St,43.657143794,-79.405174986
BP-34811,207 Harbord St,43.661541979,-79.409266872
BP-34812,320 Huron St,43.66296978,-79.399896929
BP-34814,75 Harbord St,43.662834711,-79.402871714
BP-43844,888 Dupont St,43.670187813000005,-79.42872197199999
BP-43944,1177 Yonge St,43.682476557,-79.391690936
BP-43977,292 Spadina Ave,43.652863442,-79.398598121
BP-44009,286 Harbord St,43.661468383,-79.413778619
BP-36305,80 Hayden St,43.670479011000005,-79.381450926
BP-36313,175 Bloor St E,43.670259906999995,-79.38246118800001
BP-44106,522 University Ave,43.656143142,-79.389480323
BP-44195,1 Ted Rogers Way,43.670785245,-79.38008545699999
BP-43980,148 Augusta Ave,43.652637076000005,-79.401332508
BP-44010,532 Palmerston Blvd,43.663831311,-79.41341468
BP-36284,110 Charles St E,43.670254682,-79.380101027
BP-36286,133 Bloor St E,43.670692603,-79.383126689
BP-36314,625 Church St,43.669735068,-79.38251037399999
BP-36332,634 Church St,43.669730056000006,-79.382705057
BP-36347,80 Hayden St,43.670323171999996,-79.382142644
BP-44093,672 Dupont St,43.671571487,-79.422232033
BP-33002,485 Huron St,43.668789691,-79.402079418
BP-33010,656A Spadina Ave,43.663337443,-79.402391868
BP-23710,20 Charles St E,43.668910100000005,-79.385017107
BP-23760,140 Charles St W,43.667554312,-79.392340565
BP-23762,140 Charles St W,43.667559462,-79.39231576
BP-23769,140 Charles St W,43.667536618,-79.392422422
BP-32983,485 Huron St,43.668901076000004,-79.402129279
BP-32994,245 Dupont St,43.674863826999996,-79.406565606
BP-33012,738 Spadina Ave,43.665913421999996,-79.403457925
BP-23653,140 Charles St W,43.667510196,-79.392651164
BP-23669,20A Charles St E,43.668897271999995,-79.385077131
BP-23732,95A Bloor St W,43.669119162,-79.390826731
BP-23741,95A Bloor St W,43.669133956,-79.390815242
BP-23748,48 Hayden St,43.669882123,-79.384221475
BP-23751,140 Charles St W,43.667516844,-79.392537428
BP-23777,140 Charles St W,43.667542663,-79.39239296699999
BP-23787,93 Charles St W,43.66738468,-79.392582662
BP-36575,707 Yonge St,43.669266967,-79.386267979
BP-30950,848A Yonge St,43.672189378999995,-79.38726309100001
BP-31193,56D Kensington Ave,43.654241765,-79.40055018
BP-31196,75 Kensington Ave,43.654617251000005,-79.400597307
BP-31220,609-615 Manning Ave,43.661172116,-79.414846256
BP-28933,731 College St,43.654695385,-79.418975879
BP-28973,41 Baldwin St,43.655903825,-79.393757676
BP-29006,51 Baldwin St,43.655823149,-79.394071962
BP-29013,416 College St,43.656740357,-79.406838912
BP-29030,317 College St,43.65756174,-79.401683535
BP-29049,296 College St,43.657778771000004,-79.401641062
BP-29065,1 Brunswick Ave,43.657377638,-79.403719373
BP-29082,v 295 College St,43.657599387,-79.401513148
BP-31264,581 Markham St,43.663690615,-79.411883398
BP-29642,1219 Yonge St,43.683181278999996,-79.39199023
BP-35078,1 Bloor St E,43.670581553999995,-79.386802207
BP-35090,869 Yonge St,43.673086427,-79.39037557
BP-35097,53 Scollard St,43.672286092,-79.38944666100001
BP-35151,862 Yonge St,43.672350095,-79.38773401
BP-33048,677 Huron St,43.675320398000004,-79.404497981
BP-35155,22 Yorkville Ave,43.671750044,-79.38852311699999
BP-35261,252 Mc Caul St,43.658425905,-79.39306219699999
BP-35319,239 College St,43.65800742,-79.398158583
BP-35345,110 St George St,43.663173062,-79.39819395399999
BP-35373,33 Cecil St,43.656701614,-79.396217428
BP-28842,731 College St,43.654869096000006,-79.41900743
BP-28849,731 College St,43.654657721999996,-79.41896087399999
BP-28968,731 College St,43.654843584,-79.41900077300001
BP-28979,378 College St,43.657136161000004,-79.405141798
BP-28996,318 Dundas St W,43.65425380600001,-79.392063562
BP-29027,399 Bathurst St,43.653240103,-79.406286673
BP-29029,41 Baldwin St,43.655911878000005,-79.393710262
BP-29062,126 Mc Caul St,43.654327853000005,-79.391684627
BP-29103,482 Dundas St W,43.653193748,-79.397144822
BP-29121,446 Bathurst St,43.655273215,-79.40732383699999
BP-29132,368 College St,43.657182393999996,-79.404578589
BP-29146,1 Brunswick Ave,43.657400483,-79.40361455899999
BP-29169,399 Bathurst St,43.653283631,-79.406304585
BP-29173,177 Beverley St,43.655799034,-79.394257889
BP-29503,350 Bloor St E,43.672071364,-79.37866372100001
BP-29661,1219 Yonge St,43.683132433999994,-79.391991448
BP-35104,45A Davenport Rd,43.672857183999994,-79.389634372
BP-35110,366 Bloor St E,43.67219098100001,-79.37803105399999
BP-35115,767 Yonge St,43.671073209,-79.38701947199999
BP-35133,1 Bloor St E,43.67055671,-79.38679212
BP-33016,750 Spadina Ave,43.666480138000004,-79.403836857
BP-33019,245 Dupont St,43.674922713,-79.406507833
BP-33022,698 Spadina Ave,43.664738142,-79.402948009
BP-32969,215 Madison Ave,43.675075603,-79.405694822
BP-23679,37 Charles St W,43.668586661999996,-79.387513009
BP-24002,180 Dundas St W,43.655124531999995,-79.386898478
BP-24009,150 Dundas St W,43.655410462,-79.385529325
BP-24011,150 Dundas St W,43.655437126,-79.385405454
BP-24014,595 Bay St,43.655913444,-79.383209718
BP-24018,595 Bay St,43.655977316000005,-79.38290302
BP-24206,777 Bay St,43.660211954,-79.38546753199999
BP-24229,767 Bay St,43.659595048999996,-79.385207333
BP-24230,740-746 Bay St,43.659355491999996,-79.385341345
BP-24020,595 Bay St,43.655984686000004,-79.382871924
BP-22722,20 St George St,43.659274847,-79.396557801
BP-22794,110 St George St,43.66320445,-79.39817937
BP-22810,972 Bathurst St,43.669778731,-79.41312978399999
BP-42629,468 Huron St,43.666728616,-79.40140984199999
BP-36342,88 Charles St E,43.669685033,-79.381389832
BP-26608,278 Dupont St,43.675152445,-79.407340415
BP-26611,8A Spadina Rd,43.667247655,-79.40419694100001
BP-26617,75A Spadina Rd,43.669906783,-79.40501271
BP-26633,451 Dupont St,43.673110675,-79.414155896
BP-26635,278 Dupont St,43.67522202600001,-79.407371734
BP-26636,391 Brunswick Ave,43.66908043,-79.408595086
BP-26643,318 Dupont St,43.674586119,-79.408755484
BP-26664,10 Spadina Rd,43.667759843,-79.404388665
BP-26696,494 Bloor St W,43.665541478,-79.409965565
BP-26707,50 Kendal Ave,43.671083412,-79.409168927
BP-26709,5 Walmer Rd,43.666604431,-79.405512336
BP-26820,94 Avenue Rd,43.672538675,-79.395831632
BP-26824,162 Davenport Rd,43.675230578999994,-79.394541742
BP-20044,1168A Bay St,43.668950668,-79.389277971
BP-20055,44 Charles St W,43.668644414,-79.388919516
BP-20058,44 Charles St W,43.668778246,-79.38897173
BP-20064,44 Charles St W,43.668972078,-79.38904827100001
BP-26593,6 Crescent Rd,43.677134706000004,-79.389025661
BP-26604,494 Bloor St W,43.665527788,-79.409957221
BP-26609,125 Kendal Ave,43.674275582,-79.409085695
BP-26618,10 Spadina Rd,43.667694861,-79.404375977
BP-26622,125 Kendal Ave,43.674262625,-79.409111177
BP-26628,50 Kendal Ave,43.671070581,-79.409163355
BP-26657,24 Spadina Rd,43.668891007,-79.40484794300001
BP-26667,362 Bloor St W,43.666492712,-79.405576125
BP-26718,24 Spadina Rd,43.668884299,-79.40484085
BP-26720,70 Spadina Rd,43.670625531000006,-79.40552304100001
BP-26800,174 Davenport Rd,43.67514392,-79.394959182
BP-26810,19 Hazelton Ave,43.671407643,-79.393256579
BP-26816,184 Davenport Rd,43.675059086000005,-79.395362221
BP-23074,40 Elm St,43.657509571000006,-79.383710758
BP-23518,550 University Ave,43.656650208,-79.389357459
BP-23530,10 Edward St,43.656965581,-79.38172826
BP-23557,66 Edward St,43.656275787,-79.383825028
BP-23581,574 University Ave,43.657485926999996,-79.389738783
BP-25782,913 Bathurst St,43.669220875,-79.412703728
BP-25812,968 Bathurst St,43.669729222,-79.413115223
BP-25816,852 Bathurst St,43.666496484,-79.411839555
BP-25838,533 Bloor St W,43.665394293,-79.409644618
BP-25841,327 Bloor St W,43.667335437,-79.400287258
BP-25845,1069 Bathurst St,43.672498913000005,-79.413990252
BP-25847,924 Bathurst St,43.668891748,-79.412786637
BP-25852,327 Bloor St W,43.667356781,-79.400184693
BP-25860,972 Bathurst St,43.669845573,-79.413157932
BP-25865,1021 Bathurst St,43.671257737,-79.413511767
BP-25879,894 Bathurst St,43.667606029,-79.412280072
BP-25881,539 Bloor St W,43.665296311999995,-79.410117967
BP-25883,371 Bloor St W,43.666854486000005,-79.40252556
BP-25893,555 Bloor St W,43.66522006,-79.410474454
BP-25897,277 Borden St,43.665584931000005,-79.40850294399999
BP-23069,40 Elm St,43.657472875,-79.383883737
BP-23073,40 Elm St,43.657482471,-79.38383972
BP-23078,2 Elm St,43.657890675,-79.381844339
BP-23079,8 Elm St,43.657820521000005,-79.382178193
BP-43809,611 Bloor St W,43.6645743,-79.413448479
BP-43926,461 Bathurst St,43.655416398999996,-79.407173997
BP-23584,595 Bay St,43.656260296000006,-79.38381823
BP-23618,610 University Ave,43.657998175,-79.39004151
BP-22379,23 College St,43.661134347,-79.383874807
BP-22337,84 Gerrard St W,43.658617528,-79.385701129
BP-22495,150 Gerrard St W,43.658022509,-79.38767938
BP-22505,180 Elizabeth St,43.657952406999996,-79.387133252
BP-22507,136 Edward St,43.655611584,-79.38818508
BP-22517,180 Elizabeth St,43.657967615,-79.387046669
BP-22524,90 Gerrard St W,43.65886428,-79.386608372
BP-22532,90 Gerrard St W,43.658784773,-79.386572374
BP-22555,150 Gerrard St W,43.657973431,-79.387964789
BP-22572,88 Elm St,43.657115655,-79.38554579
BP-22581,175 Elizabeth St,43.657434186,-79.385945336
BP-22587,175 Elizabeth St,43.657403807,-79.385932276
BP-22589,88 Elm St,43.657160782,-79.385830258
BP-22601,72 Elm St,43.657227361000004,-79.3850074
BP-22606,698 Bay St,43.6579864,-79.384986053
BP-22612,100 Walton St,43.658014826999995,-79.385247498
BP-22617,110 Elm St,43.656568488000005,-79.388084662
BP-27192,262 Bloor St W,43.667957783,-79.400077103
BP-27292,115 Cumberland St,43.670130349,-79.391671089
BP-27294,115 Cumberland St,43.670182725,-79.391426601
BP-27339,259 College St,43.65793158,-79.399441707
BP-27350,393 Spadina Ave,43.656572601,-79.399292126
BP-27363,439 Spadina Ave,43.657411223000004,-79.399627738
BP-27409,185 College St,43.658901316000005,-79.39450253300001
BP-27442,429 Spadina Ave,43.657323076000004,-79.399593446
BP-27011,264 Beatrice St,43.658216071999995,-79.418957113
BP-27062,264 Beatrice St,43.65826074100001,-79.418978137
BP-27088,170 St George St,43.667719768000005,-79.399998868
BP-27579,214-220 College St,43.65863986,-79.396691394
BP-27581,224 College St,43.658502115,-79.397382302
BP-27598,310-316 Spadina Ave,43.653358546999996,-79.398392385
BP-27621,454 Spadina Ave,43.657388323999996,-79.400009644
BP-27622,222 College St,43.658613923000004,-79.39726049
BP-27645,184 College St,43.65908075,-79.394451369
BP-27691,250 College St,43.658249645,-79.398666481
BP-36304,243 Bloor St E,43.67108683,-79.38048054
BP-36333,243 Bloor St E,43.671113999,-79.38049211100001
BP-23809,1088 Yonge St,43.678098991000006,-79.39019412399999
BP-22101,500 University Ave,43.655444589,-79.389446134
BP-22124,29 Baldwin St,43.656007591999995,-79.393238172
BP-22278,860 Bay St,43.662366584,-79.386558458
BP-27553,252 College St,43.658156375,-79.399248371
BP-27575,184-200 College St,43.658967233999995,-79.394972535
BP-27596,412 Spadina Ave,43.656143096,-79.399513645
BP-27604,376 Spadina Ave,43.655201263,-79.399131294
BP-27610,224 College St,43.658403037,-79.397893094
BP-27616,380 Spadina Ave,43.655239267,-79.399164003
BP-27628,224 College St,43.658423005,-79.39778459899999
BP-27629,222 College St,43.658585131,-79.39724913399999
BP-27646,250 College St,43.658244024,-79.39869741300001
BP-27647,214-220 College St,43.658663577,-79.396573083
BP-27667,388 Spadina Ave,43.655416089,-79.399233314
BP-27680,340 Spadina Ave,43.65414654600001,-79.398721513
BP-27684,404 Spadina Ave,43.65608731,-79.399498835
BP-27720,619 College St,43.654956776999995,-79.41479605800001
BP-27724,546 College St,43.65573216399999,-79.411802305
BP-27741,706 College St,43.655272622,-79.41743483100001
BP-27758,602 College St,43.655179705,-79.414354593
BP-24464,715 Bloor St W,43.663590863,-79.417938211
BP-24472,715 Bloor St W,43.663574312,-79.41802421
BP-24485,642 Bloor St W,43.664379378,-79.414967905
BP-24496,719 Bloor St W,43.663537954,-79.418208075
BP-24515,678 Bloor St W,43.664010553999994,-79.416646153
BP-24518,688A Bloor St W,43.663941603000005,-79.416960091000007
BP-24661,321 Bloor St W,43.667289285,-79.399615939
BP-24836,1071 Shaw St,43.670562192,-79.426376488
BP-36349,80 Hayden St,43.670477868999996,-79.381428928
BP-22282,45 Grosvenor St,43.66232079899999,-79.386763137
BP-22306,84 Gerrard St W,43.65846684,-79.385647308
BP-27763,626 College St,43.655024143999995,-79.41513131800001
BP-27792,460 Manning Ave,43.657746576,-79.4136005
BP-27807,766 College St,43.655088301999996,-79.42026174600001
BP-27808,500 College St,43.656135301999996,-79.409832408
BP-27124,36A Prince Arthur Ave,43.669395351999995,-79.3974179
BP-27137,176 Dupont St,43.675686113999994,-79.40346734399999
BP-27146,262 Bloor St W,43.667856062,-79.40005707600001
BP-27156,250 Davenport Rd,43.67442432399999,-79.398646535
BP-25769,527 Bloor St W,43.665419915,-79.409522619
BP-25777,493 Bloor St W,43.665764256,-79.407870698
BP-25803,1051 Bathurst St,43.67192717100001,-79.413771206
BP-25821,832 Bathurst St,43.665822903,-79.411575599
BP-25843,800 Bathurst St,43.665684139,-79.411524126
BP-25846,515 Bloor St W,43.665540533999994,-79.408945031
BP-25848,848 Bathurst St,43.666345213,-79.411782359
BP-25887,922 Bathurst St,43.668688943999996,-79.41270855100001
BP-25904,1012 Bathurst St,43.670821742,-79.413540986
BP-25906,1002 Bathurst St,43.670589268,-79.413447928
BP-23506,288 Bloor St W,43.667410315,-79.40149205
BP-20065,55 Bloor St W,43.669052023,-79.389080113
BP-20619,960 Bay St,43.66488799,-79.387493693
BP-27712,452 College St,43.656497437,-79.408089813
BP-27726,459 College St,43.656228836000004,-79.408397799
BP-27739,626 College St,43.655060473,-79.414936131
BP-27761,474 College St,43.65625734899999,-79.409338981
BP-27789,766 College St,43.65521630600001,-79.420277481
BP-27796,456 College St,43.656446685,-79.40830477
BP-27799,750 College St,43.655149701000006,-79.419512157
BP-27815,634 College St,43.655058656,-79.41593544199999
BP-27833,617 College St,43.654969238999996,-79.41474192
BP-23519,110 Elm St,43.656839806,-79.388917631
BP-23531,621 University Ave,43.658583425,-79.389685335
BP-23535,610 University Ave,43.657835639,-79.389859852
BP-23551,525 University Ave,43.656081567,-79.388592909
BP-23556,620 University Ave,43.658405953,-79.390097598
BP-23597,621 University Ave,43.658355132,-79.389555698
BP-23607,40 Dundas St W,43.656649703999996,-79.382582263
BP-23610,322 Yonge St,43.656975443,-79.381685051
BP-22444,27 College St,43.661019725,-79.38440921
BP-22566,44 Gerrard St W,43.658689068,-79.384323564
BP-22459,777 Bay St,43.660932507,-79.38482510899999
BP-22463,777 Bay St,43.660914324,-79.384909905
BP-22469,201 Elizabeth St,43.659124991000006,-79.38671161100001
BP-22473,555 University Ave,43.657775562,-79.38807917
BP-22481,150 Gerrard St W,43.657969113,-79.38801988
BP-22489,150 Gerrard St W,43.657962876999996,-79.38803409399999
BP-22492,200 Elizabeth St,43.65893039,-79.386799739
BP-21014,222 Elm St,43.65619224,-79.392107093
BP-21022,176 Elm St,43.65627441,-79.390607345
BP-21026,153 Mc Caul St,43.655562083,-79.391876185
BP-27193,354 Davenport Rd,43.675366483999994,-79.401712022
BP-27102,217 St George St,43.672040206000005,-79.401587135
BP-27108,75 Prince Arthur Ave,43.668747876000005,-79.39993690899999
BP-27126,164 Bedford Rd,43.67508711399999,-79.400024121
BP-27128,168 Bedford Rd,43.675170726000005,-79.400064766
BP-27139,170 St George St,43.667677278999996,-79.399981605
